Id,State,shopping centre,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
9057,Victoria,Westfield Knox,-37.86861,145.24111000000002,The Reject Shop,-37.86914141,145.2407934,Discount Store
9058,Victoria,Westfield Knox,-37.86861,145.24111000000002,AMF Bowling,-37.86869910158284,145.24471979132773,Bowling Alley
9059,Victoria,Westfield Knox,-37.86861,145.24111000000002,Chocolateria San Churro,-37.868848669452305,145.24171581832078,Café
9060,Victoria,Westfield Knox,-37.86861,145.24111000000002,Punthill Knox Apartment Hotel,-37.86984,145.23494,Hotel
9061,Victoria,Westfield Knox,-37.86861,145.24111000000002,Fitness First,-37.868491834036604,145.2449515305392,Athletics & Sports
9062,Victoria,Westfield Knox,-37.86861,145.24111000000002,KFC,-37.87009261954049,145.24231984185874,Fast Food Restaurant
9063,Victoria,Westfield Knox,-37.86861,145.24111000000002,Grill'd,-37.869007586479846,145.2431988149164,Burger Joint
9064,Victoria,Westfield Knox,-37.86861,145.24111000000002,Nüdle,-37.869068926354615,145.24334043714754,Asian Restaurant
9065,Victoria,Westfield Knox,-37.86861,145.24111000000002,Hairhouse Warehouse,-37.86939925513236,145.24101734161377,Salon / Barbershop
9066,Victoria,Westfield Knox,-37.86861,145.24111000000002,Village Cinemas Gold Class,-37.86926909159531,145.24383448185316,Movie Theater
9067,Victoria,Westfield Knox,-37.86861,145.24111000000002,JB Hi-Fi,-37.869718401722615,145.24354248536736,Record Shop
9068,Victoria,Westfield Knox,-37.86861,145.24111000000002,Crust Gourmet Pizza Bar,-37.87061,145.23882,Pizza Place
9069,Victoria,Westfield Knox,-37.86861,145.24111000000002,Schnitz,-37.86898025808002,145.24256692855317,Sandwich Place
9070,Victoria,Westfield Knox,-37.86861,145.24111000000002,Noodle Box,-37.870178089856154,145.23872284071948,Asian Restaurant
9071,Victoria,Westfield Knox,-37.86861,145.24111000000002,KFC,-37.86811594254461,145.23962645304616,Fast Food Restaurant
9072,Victoria,Westfield Knox,-37.86861,145.24111000000002,kikki.K,-37.869162109521014,145.23878574371338,Paper / Office Supplies Store
9073,Victoria,Westfield Knox,-37.86861,145.24111000000002,Hungry Jack's,-37.86799219217438,145.2396872827436,Fast Food Restaurant
9074,Victoria,Westfield Knox,-37.86861,145.24111000000002,PappaRich,-37.86900056044929,145.24316537423522,Asian Restaurant
9075,Victoria,Westfield Knox,-37.86861,145.24111000000002,No Limits Mixed Martial Arts,-37.86955,145.24951,Athletics & Sports
9076,Victoria,Westfield Knox,-37.86861,145.24111000000002,"Toys""R""Us",-37.86811539076701,145.24093710400945,Toy / Game Store
9077,Victoria,Westfield Knox,-37.86861,145.24111000000002,Subway,-37.870543511507634,145.2391826600077,Sandwich Place
9078,Victoria,Westfield Knox,-37.86861,145.24111000000002,Paesano Italian Restaurant,-37.869381174859434,145.2439434084206,Italian Restaurant
9079,Victoria,Westfield Knox,-37.86861,145.24111000000002,McDonald's,-37.8679867788287,145.23967704530767,Fast Food Restaurant
9080,Victoria,Westfield Knox,-37.86861,145.24111000000002,Hotel Cavalier,-37.87017,145.23463,Hotel
9081,Victoria,Westfield Knox,-37.86861,145.24111000000002,Jamaica Blue,-37.8688927290769,145.24150089954728,Café
9082,Victoria,Westfield Knox,-37.86861,145.24111000000002,The Body Shop,-37.86804412707263,145.23968696594238,Cosmetics Shop
9083,Victoria,Westfield Knox,-37.86861,145.24111000000002,Gloria Jeans,-37.86807828845546,145.23965801332946,Coffee Shop
9084,Victoria,Westfield Knox,-37.86861,145.24111000000002,Golden Chilis Nasi Kandar,-37.860548,145.240075,Asian Restaurant
9085,Victoria,Westfield Knox,-37.86861,145.24111000000002,Nando's,-37.86903390492562,145.24254200162073,Portuguese Restaurant
9086,Victoria,Westfield Knox,-37.86861,145.24111000000002,Insportz Knox,-37.86955,145.24951,Athletics & Sports
9087,Victoria,Westfield Knox,-37.86861,145.24111000000002,Sushi Sushi,-37.868841865800704,145.241654963055,Asian Restaurant
9088,Victoria,Westfield Knox,-37.86861,145.24111000000002,Red Rooster,-37.86804412707263,145.23968696594238,Fast Food Restaurant
9089,Victoria,Westfield Knox,-37.86861,145.24111000000002,Next Byte,-37.868924963146405,145.23942947387695,Electronics Store
9090,Victoria,Westfield Knox,-37.86861,145.24111000000002,Banksia Nurseries Coffee Shop,-37.87346268643661,145.2459985687898,Café
9091,Victoria,Westfield Knox,-37.86861,145.24111000000002,General Pants Co,-37.86885720689919,145.2390432357788,Clothing Store
9093,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,South Morang Station,-37.64893217353309,145.06808152503018,Train Station
9094,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Woolworths,-37.65192285171515,145.074302616462,Food & Drink Shop
9095,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Coles,-37.6511905551241,145.06893589648902,Food & Drink Shop
9096,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Kmart,-37.65135349225425,145.07005134903363,Department Store
9097,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Woolworths,-37.64915770327137,145.07506554150987,Food & Drink Shop
9098,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Gloria Jean's Coffees,-37.651494,145.073042,Coffee Shop
9099,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Village Cinemas,-37.649991,145.069382,Movie Theater
9100,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Angie’s Dumpling Place,-37.649768,145.06945,Dumpling Restaurant
9101,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Target,-37.65172261542275,145.07287689297434,Big Box Store
9102,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,The Coffee Club,-37.65098706135784,145.0696770085795,Coffee Shop
9103,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,QBD,-37.65091437130671,145.0706603800729,Bookstore
9104,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Degani,-37.65103149782484,145.07193100651918,Café
9105,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,McDonald's,-37.651756824524725,145.07189387425436,Fast Food Restaurant
9106,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,JB Hi-Fi,-37.651712548497414,145.07194520110596,Electronics Store
9107,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,KFC 肯德基 (KFC),-37.6517598293675,145.07200695373024,Fast Food Restaurant
9108,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Plenty Ranges Arts And Convention Centre,-37.64400872214007,145.0685997635715,Performing Arts Venue
9109,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,1st Choice Liquor Superstore Mill Park,-37.65169684160331,145.07449988051164,Food & Drink Shop
9110,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Aldi,-37.65096707564804,145.06942653807258,Food & Drink Shop
9111,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Boost Juice,-37.65144178535015,145.07211177681435,Juice Bar
9112,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Nando's,-37.65103116156212,145.0720608011527,Portuguese Restaurant
9113,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Subway,-37.65155990039354,145.0720769553861,Sandwich Place
9114,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,'yes' Optus,-37.65079659287937,145.0705423169534,Mobile Phone Shop
9115,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Telstra Store,-37.650800906554664,145.0689697265625,Electronics Store
9116,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Rmb Cafe,-37.651047534359655,145.0719379707085,Café
9117,Victoria,Westfield Plenty Valley,-37.65083,145.06888999999998,Vodafone Select,-37.65048417388632,145.06950847093137,Mobile Phone Shop
9119,Victoria,Westfield Southland,-37.958059999999996,145.05,Coles,-37.958688583218,145.05121027788658,Food & Drink Shop
9120,Victoria,Westfield Southland,-37.958059999999996,145.05,Kmart,-37.95820539480541,145.05048149485688,Department Store
9121,Victoria,Westfield Southland,-37.958059999999996,145.05,Apple Southland,-37.9582409,145.0524167,Electronics Store
9122,Victoria,Westfield Southland,-37.958059999999996,145.05,Myer,-37.95834899467819,145.05097249162182,Department Store
9123,Victoria,Westfield Southland,-37.958059999999996,145.05,JB Hi-Fi,-37.95830019406004,145.05507561610776,Electronics Store
9124,Victoria,Westfield Southland,-37.958059999999996,145.05,Target,-37.95837005418307,145.05544510997075,Big Box Store
9125,Victoria,Westfield Southland,-37.958059999999996,145.05,Village Cinemas,-37.95931205903069,145.05396779398052,Movie Theater
9126,Victoria,Westfield Southland,-37.958059999999996,145.05,Big W,-37.958401296544196,145.055295505141,Department Store
9127,Victoria,Westfield Southland,-37.958059999999996,145.05,Laksa King Kitchen,-37.95922487491711,145.0541245784863,Asian Restaurant
9128,Victoria,Westfield Southland,-37.958059999999996,145.05,David Jones,-37.95848632282451,145.05522763761255,Department Store
9129,Victoria,Westfield Southland,-37.958059999999996,145.05,Gami Chicken & Beer,-37.959338,145.054564,Fried Chicken Joint
9130,Victoria,Westfield Southland,-37.958059999999996,145.05,McDonald's,-37.96061266717106,145.05478662655375,Fast Food Restaurant
9131,Victoria,Westfield Southland,-37.958059999999996,145.05,TGI Fridays,-37.95940831204373,145.0537053294002,American Restaurant
9132,Victoria,Westfield Southland,-37.958059999999996,145.05,Waves Leisure Centre,-37.95167649047793,145.0571859860517,Athletics & Sports
9133,Victoria,Westfield Southland,-37.958059999999996,145.05,Bad Shepherd Brewing Co.,-37.95667742241562,145.038987521649,Brewery
9134,Victoria,Westfield Southland,-37.958059999999996,145.05,Mega Pet Warehouse,-37.962846455919006,145.05666183226168,Pet Store
9135,Victoria,Westfield Southland,-37.958059999999996,145.05,Chatime Southland,-37.9581,145.05339,Bubble Tea Shop
9136,Victoria,Westfield Southland,-37.958059999999996,145.05,Boost Juice,-37.95828984343986,145.054998390266,Juice Bar
9137,Victoria,Westfield Southland,-37.958059999999996,145.05,Sir William Fry Reserve,-37.955170560932835,145.04916796211086,Playground
9138,Victoria,Westfield Southland,-37.958059999999996,145.05,Grill'd,-37.95885924129741,145.0547258752526,Burger Joint
9139,Victoria,Westfield Southland,-37.958059999999996,145.05,McDonald's,-37.95811419697484,145.05323655546897,Fast Food Restaurant
9141,Victoria,Westfield Southland,-37.958059999999996,145.05,Tudor Inn,-37.96379414676256,145.0571493811796,Gastropub
9142,Victoria,Westfield Southland,-37.958059999999996,145.05,The Coffee Club,-37.95925578173715,145.05397516613215,Coffee Shop
9143,Victoria,Westfield Southland,-37.958059999999996,145.05,The Reject Shop,-37.95876126,145.054898,Discount Store
9144,Victoria,Westfield Southland,-37.958059999999996,145.05,Best Western Plus  Buckingham International,-37.95038,145.04639,Hotel
9145,Victoria,Westfield Southland,-37.958059999999996,145.05,Casa Mia Pizza Restaurant & Bar,-37.95663,145.0436,Italian Restaurant
9146,Victoria,Westfield Southland,-37.958059999999996,145.05,Anytime Fitness Cheltenham,-37.960230671889335,145.05546089175934,Athletics & Sports
9147,Victoria,Westfield Southland,-37.958059999999996,145.05,Chocolateria San Churro,-37.95872159660556,145.05495675553786,Café
9148,Victoria,Westfield Southland,-37.958059999999996,145.05,The Coffee Emporium,-37.958140620816295,145.05351279638325,Café
9149,Victoria,Westfield Southland,-37.958059999999996,145.05,Nando's,-37.95924428315343,145.05399080885556,Portuguese Restaurant
9150,Victoria,Westfield Southland,-37.958059999999996,145.05,Krishna Indian restaurant,-37.95663719677258,145.0444275519187,Indian Restaurant
9151,Victoria,Westfield Southland,-37.958059999999996,145.05,KFC,-37.95809787675613,145.05326714976525,Fast Food Restaurant
9152,Victoria,Westfield Southland,-37.958059999999996,145.05,Salsa's Fresh Mexican Grill,-37.95814115131911,145.05323156207146,Mexican Restaurant
9153,Victoria,Westfield Southland,-37.958059999999996,145.05,roll'd Vietnamese Street Food,-37.958085,145.053201,Asian Restaurant
9154,Victoria,Westfield Southland,-37.958059999999996,145.05,Hungry Jack's,-37.95808893160816,145.05330562591553,Fast Food Restaurant
9155,Victoria,Westfield Southland,-37.958059999999996,145.05,Charm 'n' Chicken,-37.96579,145.05535,Fast Food Restaurant
9156,Victoria,Westfield Southland,-37.958059999999996,145.05,Subway,-37.958139687196436,145.05309104919434,Sandwich Place
9157,Victoria,Westfield Southland,-37.958059999999996,145.05,Cheltenham Noodle And Sushi Bar,-37.965747799837416,145.0555150979473,Asian Restaurant
9158,Victoria,Westfield Southland,-37.958059999999996,145.05,T2,-37.95825060867709,145.05434684468332,Tea Room
9159,Victoria,Westfield Southland,-37.958059999999996,145.05,Pretzel World,-37.958417,145.055221,Fast Food Restaurant
9160,Victoria,Westfield Southland,-37.958059999999996,145.05,Cheltenham Bakery,-37.96545895820074,145.05473446609957,Bakery
9161,Victoria,Westfield Southland,-37.958059999999996,145.05,Cafe Ortica,-37.95826,145.052247,Café
9163,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Geelong Station,-38.14464737461522,144.35509286930707,Train Station
9164,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Coles,-38.14620133340632,144.36357021331787,Food & Drink Shop
9165,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Eastern Beach,-38.1468977703485,144.37155749667704,Beach
9166,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Target,-38.146462888685754,144.36252235783516,Department Store
9167,Victoria,Market Square Shopping Centre,-38.14806,144.36139,The Coffee Club,-38.14701133427531,144.36273336410522,Café
9169,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Waterfront Kitchen,-38.14343818694108,144.3607993840635,College Cafeteria
9170,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Big W,-38.14748530912513,144.36378977256214,Department Store
9171,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Myer,-38.146808834901236,144.3628621101379,Department Store
9172,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Geelong Waterfront,-38.14421951194047,144.36217699698358,Beach
9173,Victoria,Market Square Shopping Centre,-38.14806,144.36139,McDonald's,-38.15006109908817,144.36189979117052,Fast Food Restaurant
9174,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Village Cinemas,-38.14969796565212,144.36102158510235,Movie Theater
9175,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Sailors' Rest,-38.14435918053228,144.36250007741432,Australian Restaurant
9176,Victoria,Market Square Shopping Centre,-38.14806,144.36139,7-Eleven,-38.14840739056877,144.36041260264935,Convenience Store
9177,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Officeworks,-38.14838611179425,144.3640794495817,Paper / Office Supplies Store
9178,Victoria,Market Square Shopping Centre,-38.14806,144.36139,7-Eleven,-38.15188443864351,144.3674605084573,Convenience Store
9179,Victoria,Market Square Shopping Centre,-38.14806,144.36139,JB Hi-Fi,-38.14818835075775,144.36248123645782,Electronics Store
9180,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Bean Squeeze,-38.144639383718086,144.35715410747738,Coffee Shop
9181,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Panache Cafe & Creperie,-38.14455572404168,144.36318205978793,Café
9182,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Chemist Warehouse,-38.14925812520305,144.36411168351754,Pharmacy
9183,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Novotel,-38.144798771161916,144.3635039296492,Hotel
9184,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Wood Oven Pizza,-38.14226775602075,144.35574456033828,Pizza Place
9185,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Cafe Go!,-38.14987458849013,144.36553252213918,Café
9187,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Wah Wah Gee,-38.140324,144.363005,Asian Restaurant
9188,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Guf Good Games Geelong,-38.14690154990636,144.3595139517874,Toy / Game Store
9189,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Hog's Breath Cafe,-38.147434123308265,144.36355118564418,Steakhouse
9190,Victoria,Market Square Shopping Centre,-38.14806,144.36139,King George Fish and Grill,-38.14399,144.36149,Fish & Chips Shop
9191,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Cartel Roasters Brew Bar,-38.14802707525134,144.35894618170647,Coffee Shop
9192,Victoria,Market Square Shopping Centre,-38.14806,144.36139,James St Bakery,-38.14840022030789,144.35869755514125,Café
9193,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Fisherman's Pier Restaurant,-38.145059217886676,144.36495476921047,Seafood Restaurant
9194,Victoria,Market Square Shopping Centre,-38.14806,144.36139,The Geelong Boat House,-38.14154472307276,144.3597277757884,Fish & Chips Shop
9195,Victoria,Market Square Shopping Centre,-38.14806,144.36139,National Wool Museum,-38.14532889334834,144.36148556805054,Museum
9196,Victoria,Market Square Shopping Centre,-38.14806,144.36139,A Rani Restaurant,-38.14806881740737,144.36349086014974,Asian Restaurant
9197,Victoria,Market Square Shopping Centre,-38.14806,144.36139,A Spot For Joe,-38.149558294836865,144.35798458976154,Coffee Shop
9198,Victoria,Market Square Shopping Centre,-38.14806,144.36139,The Sporting Globe,-38.149368670538635,144.3609474727062,Bar
9199,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Pizzaland Bistro,-38.14219065043868,144.3557360113989,Pizza Place
9200,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Rebel Sport,-38.15225,144.35536,Sporting Goods Shop
9201,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Anytime Fitness Geelong,-38.14788168544088,144.36312705838813,Athletics & Sports
9202,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Edge,-38.144466034874476,144.36269460078998,Bar
9203,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Freckleduck Cafe,-38.14784,144.36357,Café
9204,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Hot Chicken Project,-38.1481,144.35915,Fried Chicken Joint
9205,Victoria,Market Square Shopping Centre,-38.14806,144.36139,The Max Hotel,-38.143515919717416,144.35948842437173,Bar
9206,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Customs House Restaurant,-38.14490508601882,144.36237986473319,Steakhouse
9207,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Texas Hamburger & Pizza House,-38.140613607680464,144.35522367557616,Burger Joint
9208,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Geelong Performing Arts Centre,-38.14740574941382,144.35637873886526,Concert Hall
9209,Victoria,Market Square Shopping Centre,-38.14806,144.36139,The Lord Nelson,-38.14851684766096,144.36603906285984,Spanish Restaurant
9210,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Khan Curry Hut,-38.1487886608087,144.3580384183647,Indian Restaurant
9211,Victoria,Market Square Shopping Centre,-38.14806,144.36139,City Quarter,-38.14081797413208,144.362690448761,Bar
9212,Victoria,Market Square Shopping Centre,-38.14806,144.36139,La Porchetta,-38.146905136079134,144.35959869379192,Italian Restaurant
9213,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Domino's Pizza,-38.14848,144.35762,Pizza Place
9214,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Bliss,-38.144805959255386,144.36329662799835,Dessert Shop
9215,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Best Western Admiralty Motor Inn,-38.15392,144.35881,Hotel
9216,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Beav's Bar,-38.14784237036522,144.3590387937135,Bar
9217,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Armageddon Cake,-38.14778,144.35955,Dessert Shop
9218,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Chapel on Little Ryrie,-38.14923,144.35479,Café
9219,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Parkers Steakhouse,-38.1478456849351,144.35992177284797,Steakhouse
9220,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Hi Sushi,-38.14765,144.36156,Asian Restaurant
9221,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Lamby's,-38.145198005813555,144.36143006107926,Bar
9222,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Black Bull Tapas Bar & Restaurant,-38.14583,144.36114,Spanish Restaurant
9223,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Empire Grill,-38.15365114342141,144.35842403601072,Restaurant
9224,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Fuel,-38.14525793708241,144.36073323728462,Coffee Shop
9225,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Geelong Station Bus Port,-38.145039781097985,144.35524552172558,Bus Station
9226,Victoria,Market Square Shopping Centre,-38.14806,144.36139,John Doe Speciality Coffee,-38.1502600030437,144.3633766278726,Coffee Shop
9227,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Cocco Lounge,-38.150055,144.361488,Café
9228,Victoria,Market Square Shopping Centre,-38.14806,144.36139,KFC,-38.1465388348614,144.36256974935532,Fast Food Restaurant
9229,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Down the Alley,-38.144979002172754,144.36330879202367,Australian Restaurant
9230,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Gull Bus Depot,-38.1528730256179,144.35662865638733,Bus Station
9231,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Kohinoor,-38.148053,144.363533,Indian Restaurant
9232,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Geelong Waterfront Seafood and Grill,-38.14449255304834,144.36308890494334,Seafood Restaurant
9233,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Boost Juice,-38.14803081585662,144.36202217720347,Juice Bar
9234,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Thai Influence,-38.14591,144.3611,Asian Restaurant
9235,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Sole Waterfront Cafe,-38.144981,144.365005,Seafood Restaurant
9236,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Rio Cafe,-38.14311956051274,144.35947036312226,Café
9237,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Groove Train,-38.14739696569867,144.36356997778296,Diner
9238,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Nando's,-38.147178350422315,144.36373054991287,Portuguese Restaurant
9239,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Le Parisien,-38.144485852642255,144.36450284529923,French Restaurant
9240,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Subway,-38.146491977795804,144.36252934656068,Sandwich Place
9241,Victoria,Market Square Shopping Centre,-38.14806,144.36139,Subway,-38.14983,144.36081,Sandwich Place
9242,Victoria,Midvalley Shopping Centre,-38.236670000000004,146.42944,McDonald's,-38.24046857750965,146.41958297913595,Fast Food Restaurant
9243,Victoria,Midvalley Shopping Centre,-38.236670000000004,146.42944,Village Mid Valley 8 Cinema,-38.236619165746916,146.42875807776696,Movie Theater
9244,Victoria,Midvalley Shopping Centre,-38.236670000000004,146.42944,Big W,-38.2362492975202,146.4298477934092,Department Store
9245,Victoria,Midvalley Shopping Centre,-38.236670000000004,146.42944,KFC,-38.23510272829771,146.4325686519121,Fast Food Restaurant
9246,Victoria,Midvalley Shopping Centre,-38.236670000000004,146.42944,Cafe Qu Bah,-38.23638816715411,146.42892656092158,Café
9248,Victoria,Midvalley Shopping Centre,-38.236670000000004,146.42944,Michel's Patisserie,-38.236698,146.429809,Café
9249,Victoria,Midvalley Shopping Centre,-38.236670000000004,146.42944,Donut King,-38.236527,146.429756,Donut Shop
9250,Victoria,Midvalley Shopping Centre,-38.236670000000004,146.42944,EB Games,-38.23681784636272,146.4298678848314,Video Game Store
9251,Victoria,Midvalley Shopping Centre,-38.236670000000004,146.42944,Di's Kids Fashion & Accessories,-38.2310033,146.4297191,Clothing Store
9252,Victoria,Riverside Plaza,44.97,-93.24889,U.S. Bank Stadium,44.973557382037434,-93.25761795043945,Stadium
9253,Victoria,Riverside Plaza,44.97,-93.24889,Izzy's Ice Cream,44.97637137725449,-93.25230195462213,Dessert Shop
9255,Victoria,Riverside Plaza,44.97,-93.24889,Courtyard by Marriott Minneapolis Downtown,44.9737320903676,-93.24731156983034,Hotel
9256,Victoria,Riverside Plaza,44.97,-93.24889,Erik The Red,44.973089167980376,-93.26054773588457,BBQ Joint
9257,Victoria,Riverside Plaza,44.97,-93.24889,Aldi,44.9625511,-93.2555238,Food & Drink Shop
9258,Victoria,Riverside Plaza,44.97,-93.24889,Taco Bell,44.963099194272374,-93.24442784518894,Fast Food Restaurant
9259,Victoria,Riverside Plaza,44.97,-93.24889,The Cabooze,44.963450907718745,-93.24705041004206,Music Venue
9260,Victoria,Riverside Plaza,44.97,-93.24889,Vikings Locker Room,44.97468827092541,-93.25850844383238,Sporting Goods Shop
9261,Victoria,Riverside Plaza,44.97,-93.24889,Maxwell's American Cafe,44.974603864497375,-93.2518281766267,Bar
9262,Victoria,Riverside Plaza,44.97,-93.24889,The Cedar Cultural Center,44.9694419,-93.2476028,Music Venue
9263,Victoria,Riverside Plaza,44.97,-93.24889,Republic,44.97318,-93.246895,Bar
9264,Victoria,Riverside Plaza,44.97,-93.24889,The Corner Bar,44.97290417112459,-93.24768318795958,Bar
9265,Victoria,Riverside Plaza,44.97,-93.24889,Middlebrook Hall,44.969557111974304,-93.24146200885683,College Residence Hall
9266,Victoria,Riverside Plaza,44.97,-93.24889,Day Block Brewing Company,44.97519008943467,-93.2532073119887,Brewery
9267,Victoria,Riverside Plaza,44.97,-93.24889,Cedar/Riverside LRT Station,44.9682248337291,-93.2509222891499,Light Rail Station
9268,Victoria,Riverside Plaza,44.97,-93.24889,Hard Times Café,44.969709474334095,-93.24604532209881,Vegetarian / Vegan Restaurant
9269,Victoria,Riverside Plaza,44.97,-93.24889,Creepy Jesus,44.97444834349833,-93.24873472453021,Art Gallery
9270,Victoria,Riverside Plaza,44.97,-93.24889,Jimmy John's,44.96809278956104,-93.24277151665703,Sandwich Place
9271,Victoria,Riverside Plaza,44.97,-93.24889,Palmer's Bar,44.96865879104235,-93.247363728892,Bar
9272,Victoria,Riverside Plaza,44.97,-93.24889,The Joint,44.963479049985466,-93.24707007362875,Bar
9273,Victoria,Riverside Plaza,44.97,-93.24889,Augsburg College Ice Arena,44.96612249991663,-93.23800497469465,Athletics & Sports
9274,Victoria,Riverside Plaza,44.97,-93.24889,Mixed Blood Theatre,44.97086088227527,-93.24931500599072,Performing Arts Venue
9275,Victoria,Riverside Plaza,44.97,-93.24889,Minneapolis Town Hall Brewery,44.97332009749321,-93.24762814529633,Brewery
9276,Victoria,Riverside Plaza,44.97,-93.24889,Bohemian Flats,44.97547608940461,-93.24131043289172,Scenic Lookout
9277,Victoria,Riverside Plaza,44.97,-93.24889,Frederick R. Weisman Art Museum,44.973271463869224,-93.23725126560052,Museum
9278,Victoria,Riverside Plaza,44.97,-93.24889,Wasabi,44.97652960476648,-93.25575207275389,Asian Restaurant
9279,Victoria,Riverside Plaza,44.97,-93.24889,WXYZ Bar,44.97656423156133,-93.25540570565033,Bar
9280,Victoria,Riverside Plaza,44.97,-93.24889,SUBWAY,44.967783361117625,-93.23862624466173,Sandwich Place
9281,Victoria,Riverside Plaza,44.97,-93.24889,Franklin Library,44.96283459775806,-93.25575401024125,Library
9282,Victoria,Riverside Plaza,44.97,-93.24889,Dollar General,44.962709731149445,-93.25398838361686,Discount Store
9283,Victoria,Riverside Plaza,44.97,-93.24889,Segue Cafe,44.968968773556654,-93.25810701678671,Coffee Shop
9284,Victoria,Riverside Plaza,44.97,-93.24889,Aloft Minneapolis,44.97657534996486,-93.25548773314934,Hotel
9285,Victoria,Riverside Plaza,44.97,-93.24889,1010 Washington Wine and Spirits,44.97604196030072,-93.25416905504456,Food & Drink Shop
9286,Victoria,Riverside Plaza,44.97,-93.24889,Midwest Mountaineering,44.970604897156925,-93.24701691626102,Sporting Goods Shop
